what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1293100820787
started,bundle,org.eclipse.wst.jsdt.core,1.1.1.v201007081533,"org.eclipse.wst.jsdt.core",1293100820974
started,bundle,org.eclipse.wst.jsdt.ui,1.1.1.v201007142139,"org.eclipse.wst.jsdt.ui",1293100821406
started,bundle,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.ui",1293100823835
started,bundle,org.eclipse.wst.sse.core,1.1.501.v201007131444,"org.eclipse.wst.sse.core",1293100824028
started,bundle,org.eclipse.jst.jsp.core,1.2.301.v201007070628,"org.eclipse.jst.jsp.core",1293100824098
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1293100832973
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1293100834388
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1293100835029
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1293100835914
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1293100836086
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1293100836516
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1293100837090
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1293100837809
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1293100838018
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1293100838300
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1293100838609
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1293100839163
activated,view,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit.ResultView",1293100844959
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1293100852465
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1293100854254
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1293100868177
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1293100868207
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1293100875862
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1293100876742
started,bundle,org.eclipse.wst.ws.service.policy,1.0.203.v201004211732,"org.eclipse.wst.ws.service.policy",1293100876792
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1293100876892
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1293100876912
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293100881773
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293100883848
started,bundle,org.eclipse.pde.core,3.6.0.v20100601,"org.eclipse.pde.core",1293100886432
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293100889052
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293100896252
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1293100896292
opened,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1293100908559
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.PropertySheet",1293100908639
executed,command,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.properties.NewPropertySheetCommand",1293100908639
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1293100915063
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293100923852
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293101000867
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1293101000907
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293101004458
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293101023338
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1293101023368
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293101032145
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1293101043239
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1293101044264
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1293101056185
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293101079409
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1293101079449
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1293101079449
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293101083762
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1293101091584
started,bundle,org.eclipse.jst.common.frameworks,1.1.401.v201007150400,"org.eclipse.jst.common.frameworks",1293101101193
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293101101329
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1293101101374
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1293101101374
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293101109651
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293101110800
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1293101110814
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PropertiesFileEditor",1293101111493
started,bundle,org.chromium.debug.core,0.1.5.201008201020,"org.chromium.debug.core",1293101111582
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PropertiesFileEditor",1293101111586
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1293101115166
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293101116306
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PropertiesFileEditor",1293101117027
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293101117102
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1293101117141
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293101126545
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293101127018
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293101132892
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293101133095
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293101137977
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1293101138150
executed,command,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit.junitShortcut.run",1293101147089
